place,player,player_key,league,movement,country,points,download_time
1485,Denise Valente,10916.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Delia Gaillard,52648.0,WTA,up,France,3,2026-02-14 02:29:48
1485,Sandugash Kenzhibayeva,38789.0,WTA,up,Kazakhstan,3,2026-02-14 02:29:48
1485,Carmen Zamburek Ana,39110.0,WTA,up,Dominican Republic,3,2026-02-14 02:29:48
1485,Elsa Wan,22865.0,WTA,up,Malaysia,3,2026-02-14 02:29:48
1485,Vanja Gudelj,1008.0,WTA,up,Netherlands,3,2026-02-14 02:29:48
1485,Gloria Contrino,77940.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Margarita Ignatjeva,13492.0,WTA,up,Latvia,3,2026-02-14 02:29:48
1485,Tara Malik,19225.0,WTA,up,USA,3,2026-02-14 02:29:48
1485,Matylda Burylo,61144.0,WTA,up,Norway,3,2026-02-14 02:29:48
1485,Rhiann Newborn,22462.0,WTA,up,USA,3,2026-02-14 02:29:48
1485,Magdalena Stoilkovska,2557.0,WTA,up,North Macedonia,3,2026-02-14 02:29:48
1485,Pranjala Yadlapalli,11768.0,WTA,up,India,3,2026-02-14 02:29:48
1485,Nagomi Higashitani,38988.0,WTA,up,Japan,3,2026-02-14 02:29:48
1485,Juliette Mazzoni,2267.0,WTA,up,France,3,2026-02-14 02:29:48
1485,Ana Giraldi Requena,38018.0,WTA,up,Spain,3,2026-02-14 02:29:48
1485,Emma Mazzoni,21653.0,WTA,up,France,3,2026-02-14 02:29:48
1485,Duanrui Gao,53036.0,WTA,up,China,3,2026-02-14 02:29:48
1485,Maria Aytoyan,84742.0,WTA,up,USA,3,2026-02-14 02:29:48
1485,Sophia Ksandinov,56800.0,WTA,up,Germany,3,2026-02-14 02:29:48
1485,Diana Yakovleva,59864.0,WTA,up,Uzbekistan,3,2026-02-14 02:29:48
1485,Juliette Trunet,74087.0,WTA,up,France,3,2026-02-14 02:29:48
1485,Ottavia Ghirardato Emma,52688.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Giada Di Paola,55520.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Carlota Corte,77369.0,WTA,up,Spain,3,2026-02-14 02:29:48
1485,Ava Schueller,89146.0,WTA,up,Austria,3,2026-02-14 02:29:48
1485,Abhilasha Bista,50217.0,WTA,up,Nepal,3,2026-02-14 02:29:48
1485,Valeria Garnevska,84197.0,WTA,up,Bulgaria,3,2026-02-14 02:29:48
1485,Defne Aydemir,79909.0,WTA,up,Turkey,3,2026-02-14 02:29:48
1485,Eleni Tsetsou,77247.0,WTA,up,Greece,3,2026-02-14 02:29:48
1485,Kristina Belkova,88185.0,WTA,up,World,3,2026-02-14 02:29:48
1485,Larisa Arnautovic,80802.0,WTA,up,Australia,3,2026-02-14 02:29:48
1485,Dominika Pirohova,74921.0,WTA,up,Slovakia,3,2026-02-14 02:29:48
1485,Silvia Husarova,91041.0,WTA,up,Slovakia,3,2026-02-14 02:29:48
1485,Luisa Schruff,75944.0,WTA,up,Germany,3,2026-02-14 02:29:48
1485,Isabel Arabarco,75965.0,WTA,up,Argentina,3,2026-02-14 02:29:48
1485,Viola Bedini,88829.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Pauline Gloeckner,84193.0,WTA,up,Germany,3,2026-02-14 02:29:48
1485,Aurora Nosei,90048.0,WTA,up,Italy,3,2026-02-14 02:29:48
1485,Abigayel Vosloo,78078.0,WTA,up,South Africa,3,2026-02-14 02:29:48
1485,Yui Ohwaki,65787.0,WTA,up,Japan,3,2026-02-14 02:29:48
1485,Ekaterina Agureeva,66797.0,WTA,up,World,3,2026-02-14 02:29:48
1485,Bruna Liotto de Carvalho,83819.0,WTA,up,Brazil,3,2026-02-14 02:29:48
1485,Magdalena Baniak,73805.0,WTA,up,Poland,3,2026-02-14 02:29:48
1485,Abril Bruno Valentina,91264.0,WTA,up,Argentina,3,2026-02-14 02:29:48
