place,player,player_key,league,movement,country,points,download_time
838,Kate Mansfield,24735.0,WTA,same,USA,35,2026-02-14 02:29:48
839,Klara Veldman,13168.0,WTA,same,Netherlands,35,2026-02-14 02:29:48
840,Xinran Sun,82564.0,WTA,down,China,34,2026-02-14 02:29:48
841,Mao Mushika,37889.0,WTA,down,Japan,34,2026-02-14 02:29:48
842,Jamilah Snells,13360.0,WTA,down,USA,34,2026-02-14 02:29:48
843,Karine Sarkisova,40214.0,WTA,down,World,34,2026-02-14 02:29:48
844,Gaia Squarcialupi,2533.0,WTA,down,Italy,34,2026-02-14 02:29:48
845,Garbiela Vasilescu Arina,13991.0,WTA,down,Romania,34,2026-02-14 02:29:48
846,Carolin Raschdorf,65988.0,WTA,down,Germany,34,2026-02-14 02:29:48
847,Lavinia Luciano,68315.0,WTA,down,Italy,34,2026-02-14 02:29:48
848,Anja Wildgruber,1387.0,WTA,down,Germany,34,2026-02-14 02:29:48
849,Celia Cervino Ruiz,137.0,WTA,down,Spain,33,2026-02-14 02:29:48
850,Ines Murta,90.0,WTA,up,Portugal,33,2026-02-14 02:29:48
851,DJ Bennett,52057.0,WTA,same,USA,33,2026-02-14 02:29:48
852,Amy Sucha,56476.0,WTA,same,Czech Republic,33,2026-02-14 02:29:48
853,Anastasija Cvetkovic,57899.0,WTA,same,Serbia,33,2026-02-14 02:29:48
854,Johanna Silva,38157.0,WTA,down,Germany,33,2026-02-14 02:29:48
855,Coco Bosman,70147.0,WTA,down,Netherlands,33,2026-02-14 02:29:48
856,Vicky Van De Peer,13820.0,WTA,down,Belgium,33,2026-02-14 02:29:48
857,Diana-Ioana Simionescu,55523.0,WTA,down,Romania,33,2026-02-14 02:29:48
858,Julia Stamatova,2600.0,WTA,down,Bulgaria,33,2026-02-14 02:29:48
859,Angelina Wirges,1368.0,WTA,down,Germany,33,2026-02-14 02:29:48
860,Defne Cirpanli,1009.0,WTA,down,Turkey,32,2026-02-14 02:29:48
861,Irem Kurt,13034.0,WTA,down,Turkey,32,2026-02-14 02:29:48
862,Dileep Nitture Akanksha,18042.0,WTA,down,India,32,2026-02-14 02:29:48
863,Shiyu Ye,,WTA,down,China,32,2026-02-14 02:29:48
864,Sofia Rojas,,WTA,down,Ecuador,32,2026-02-14 02:29:48
865,Ophelie Boullay,90171.0,WTA,down,France,32,2026-02-14 02:29:48
866,Akiko Omae,4342.0,WTA,down,Japan,32,2026-02-14 02:29:48
867,Polina Leykina,5264.0,WTA,down,World,32,2026-02-14 02:29:48
868,Louna Zoppas,54698.0,WTA,down,France,32,2026-02-14 02:29:48
869,Claudia Ferrer Perez,51629.0,WTA,down,Spain,32,2026-02-14 02:29:48
870,Valentina Ivanov,3215.0,WTA,down,New Zealand,32,2026-02-14 02:29:48
871,Natalia Sousa Salazar,67621.0,WTA,down,Mexico,31,2026-02-14 02:29:48
872,Sabastiani Leon,,WTA,down,Mexico,31,2026-02-14 02:29:48
873,Laima Vladson,68753.0,WTA,down,Uzbekistan,31,2026-02-14 02:29:48
874,Alicia Smith,6292.0,WTA,down,Australia,31,2026-02-14 02:29:48
875,Jing-Jing Lu,8238.0,WTA,down,China,30,2026-02-14 02:29:48
876,Julia Garcia,,WTA,down,Mexico,30,2026-02-14 02:29:48
877,Sae Noguchi,76009.0,WTA,down,Japan,30,2026-02-14 02:29:48
878,Karina Miller,23171.0,WTA,up,USA,30,2026-02-14 02:29:48
879,Angelica Blake,,WTA,down,United Kingdom,30,2026-02-14 02:29:48
880,Aspen Schuman,54119.0,WTA,down,USA,30,2026-02-14 02:29:48
881,Ava Rodriguez,81885.0,WTA,down,USA,30,2026-02-14 02:29:48
882,Lucie Petruzelova,1355.0,WTA,down,Czech Republic,30,2026-02-14 02:29:48
883,Darja Suvirdjonkova,38698.0,WTA,down,Serbia,30,2026-02-14 02:29:48
884,Isabella Barrera Aguirre,13331.0,WTA,down,USA,30,2026-02-14 02:29:48
885,Paula Cembranos,38981.0,WTA,down,Switzerland,30,2026-02-14 02:29:48
886,Camilla Gennaro,15629.0,WTA,down,Italy,30,2026-02-14 02:29:48
887,Anna Pircher,72884.0,WTA,down,Austria,29,2026-02-14 02:29:48
888,Diana Demidova,1001.0,WTA,down,World,29,2026-02-14 02:29:48
889,Anna Snigireva,51594.0,WTA,down,World,29,2026-02-14 02:29:48
890,Agustina Chlpac,13036.0,WTA,down,Argentina,29,2026-02-14 02:29:48
891,Wozuko Mdlulwa,50501.0,WTA,down,South Africa,29,2026-02-14 02:29:48
892,Ava Hrastar,84406.0,WTA,down,USA,28,2026-02-14 02:29:48
893,Julieta Estable Lara,2283.0,WTA,down,Argentina,28,2026-02-14 02:29:48
894,Maria Lazarenko,,WTA,down,Ukraine,28,2026-02-14 02:29:48
895,Lucie Nguyen Tan,1135.0,WTA,down,France,28,2026-02-14 02:29:48
896,Abigail Rencheli,31238.0,WTA,down,Moldova,28,2026-02-14 02:29:48
897,Lorena Solar Donoso,54884.0,WTA,down,Spain,28,2026-02-14 02:29:48
898,Salma Drugdova,15598.0,WTA,down,Slovakia,28,2026-02-14 02:29:48
899,Elena-Teodora Cadar,77.0,WTA,down,Romania,28,2026-02-14 02:29:48
900,Alexandra Vasilyeva,1347.0,WTA,down,World,28,2026-02-14 02:29:48
901,Dimitra Pavlou,28.0,WTA,down,Greece,27,2026-02-14 02:29:48
902,Marie Benoit,2289.0,WTA,down,Belgium,27,2026-02-14 02:29:48
903,Tianmei Wang,6173.0,WTA,down,USA,27,2026-02-14 02:29:48
904,Dunja Maric,54858.0,WTA,down,Serbia,27,2026-02-14 02:29:48
905,Cherry Kim,22975.0,WTA,down,South Korea,27,2026-02-14 02:29:48
906,Arina Varaksina,14553.0,WTA,down,World,27,2026-02-14 02:29:48
907,Shiho Tsujioka,73854.0,WTA,down,Japan,27,2026-02-14 02:29:48
908,Maya Iyengar,68681.0,WTA,down,USA,26,2026-02-14 02:29:48
909,Candela Vazquez,57346.0,WTA,down,Argentina,26,2026-02-14 02:29:48
910,Petra Sedlackova,9069.0,WTA,down,Czech Republic,26,2026-02-14 02:29:48
911,Lucie Urbanova,33202.0,WTA,down,Czech Republic,26,2026-02-14 02:29:48
912,Beatrice Stagno,20873.0,WTA,down,Italy,26,2026-02-14 02:29:48
913,Indianna Spink,86839.0,WTA,down,United Kingdom,26,2026-02-14 02:29:48
914,Mila Masic,38009.0,WTA,down,Serbia,26,2026-02-14 02:29:48
915,Neus Torner Sensano,74878.0,WTA,down,Spain,25,2026-02-14 02:29:48
916,Yu Ye Qiu,8624.0,WTA,down,China,25,2026-02-14 02:29:48
917,Shruti Ahlawat,25026.0,WTA,down,India,25,2026-02-14 02:29:48
918,Teah Chavez,38269.0,WTA,down,Canada,25,2026-02-14 02:29:48
919,Dabin Kim,,WTA,down,South Korea,25,2026-02-14 02:29:48
920,Tian Deng Tiana,51325.0,WTA,down,Sweden,25,2026-02-14 02:29:48
921,Jordyn McBride,79400.0,WTA,down,USA,25,2026-02-14 02:29:48
922,Romane Longueville,76314.0,WTA,down,Belgium,25,2026-02-14 02:29:48
923,Polina Bakhmutkina,1342.0,WTA,down,Belgium,25,2026-02-14 02:29:48
924,Clarissa Blomqvist,23386.0,WTA,down,Finland,25,2026-02-14 02:29:48
925,Mirjam Bjorklund,498.0,WTA,down,Sweden,24,2026-02-14 02:29:48
925,Ysaline Bonaventure,461.0,WTA,up,Belgium,24,2026-02-14 02:29:48
927,Celine Simunyu,11612.0,WTA,down,Ireland,24,2026-02-14 02:29:48
928,Jin Ahn Yu,3133.0,WTA,down,South Korea,24,2026-02-14 02:29:48
929,Elza Tomase,13500.0,WTA,down,Latvia,24,2026-02-14 02:29:48
930,Irina Fetecau,3000.0,WTA,down,Romania,24,2026-02-14 02:29:48
931,Anjali Rathi,25031.0,WTA,down,India,24,2026-02-14 02:29:48
932,Yingqun Sun,58612.0,WTA,down,China,24,2026-02-14 02:29:48
933,Victoria Pohle,55087.0,WTA,down,Germany,24,2026-02-14 02:29:48
934,Simona Ogescu,2544.0,WTA,down,Romania,24,2026-02-14 02:29:48
935,Mihaela Buzarnescu,483.0,WTA,down,Romania,23,2026-02-14 02:29:48
936,Filipa Santos Ana,100.0,WTA,down,Portugal,23,2026-02-14 02:29:48
937,Cristina Dinu,1441.0,WTA,down,Romania,23,2026-02-14 02:29:48
938,Maria Garcia Cid,18071.0,WTA,down,Spain,23,2026-02-14 02:29:48
939,Stefania Rogozinska Dzik,12791.0,WTA,down,Poland,23,2026-02-14 02:29:48
940,Adriana Tkachenko,82997.0,WTA,down,Ukraine,23,2026-02-14 02:29:48
941,Olga Helmi,1406.0,WTA,down,Denmark,23,2026-02-14 02:29:48
942,Marta Lombardini,72030.0,WTA,down,Italy,23,2026-02-14 02:29:48
943,Stefaniya Pushkar,73480.0,WTA,down,Ukraine,23,2026-02-14 02:29:48
944,Chantal Sauvant,19.0,WTA,down,Germany,23,2026-02-14 02:29:48
945,Valeriia Artemeva,76954.0,WTA,down,World,23,2026-02-14 02:29:48
946,Lisa-Marie Rioux,19163.0,WTA,down,Japan,23,2026-02-14 02:29:48
947,Maelle Leclercq,38971.0,WTA,down,France,23,2026-02-14 02:29:48
948,Sara Svetac,38952.0,WTA,down,Croatia,22,2026-02-14 02:29:48
949,Alexandra Osborne,71.0,WTA,down,Australia,22,2026-02-14 02:29:48
950,Eszter Meri,2117.0,WTA,down,Slovakia,22,2026-02-14 02:29:48
951,Sylvie Zund,,WTA,down,Liechtenstein,22,2026-02-14 02:29:48
952,Elyse Tse,13809.0,WTA,down,New Zealand,22,2026-02-14 02:29:48
953,Krisha Mahendran,80829.0,WTA,down,India,22,2026-02-14 02:29:48
954,Francesca Mattioli,61631.0,WTA,down,Argentina,22,2026-02-14 02:29:48
955,Xuan Leong Shihomi Li,40287.0,WTA,down,Malaysia,22,2026-02-14 02:29:48
956,Savannah Broadus,30106.0,WTA,down,USA,22,2026-02-14 02:29:48
957,Xi Luo,53035.0,WTA,down,China,22,2026-02-14 02:29:48
958,Jo-Yee Chan,84315.0,WTA,down,USA,22,2026-02-14 02:29:48
959,An Lin Fang,40156.0,WTA,down,Taiwan,22,2026-02-14 02:29:48
960,Nada Fouad,1020.0,WTA,down,Egypt,22,2026-02-14 02:29:48
961,Valentina Losciale,15372.0,WTA,down,Italy,22,2026-02-14 02:29:48
962,Arina Arifullina,24512.0,WTA,down,World,22,2026-02-14 02:29:48
963,Eri Hozumi,3442.0,WTA,down,Japan,21,2026-02-14 02:29:48
964,Freya Christie,2273.0,WTA,down,United Kingdom,21,2026-02-14 02:29:48
965,Fanny Norin,38948.0,WTA,down,Sweden,21,2026-02-14 02:29:48
966,Aysegul Mert,10894.0,WTA,down,Turkey,21,2026-02-14 02:29:48
967,Antonia Stoyanov,70319.0,WTA,up,Netherlands,21,2026-02-14 02:29:48
967,Lauryn John-Baptiste,19166.0,WTA,down,United Kingdom,21,2026-02-14 02:29:48
969,Didi Bredberg Canizares,85919.0,WTA,down,USA,21,2026-02-14 02:29:48
970,Carson Tanguilig,69984.0,WTA,down,USA,21,2026-02-14 02:29:48
971,Felitsata Dorofeeva-Rybas,67676.0,WTA,down,World,21,2026-02-14 02:29:48
972,Solymar Colling,13367.0,WTA,down,USA,21,2026-02-14 02:29:48
973,Amelia Paszun,84716.0,WTA,down,Poland,21,2026-02-14 02:29:48
974,Elizabeth Ionescu,53647.0,WTA,down,USA,21,2026-02-14 02:29:48
975,Alesia Breaz,85934.0,WTA,down,Romania,21,2026-02-14 02:29:48
976,Inka Wawrzkiewicz,84424.0,WTA,down,Poland,21,2026-02-14 02:29:48
977,Nanari Katsumi,40160.0,WTA,up,Japan,21,2026-02-14 02:29:48
978,Yushan Shao,9041.0,WTA,down,China,20,2026-02-14 02:29:48
979,Sofia Martinez Solis Claudia,25343.0,WTA,down,Mexico,20,2026-02-14 02:29:48
980,Isabella Guillen Giselle,63491.0,WTA,down,Australia,20,2026-02-14 02:29:48
981,Jizelle Sibai,78990.0,WTA,down,Australia,20,2026-02-14 02:29:48
982,Ruby Cooling,84355.0,WTA,down,United Kingdom,20,2026-02-14 02:29:48
983,Eleonora Alvisi,8441.0,WTA,down,Italy,20,2026-02-14 02:29:48
985,Veronica Miroshnichenko,40122.0,WTA,down,World,20,2026-02-14 02:29:48
986,Annika Penickova,58204.0,WTA,down,USA,20,2026-02-14 02:29:48
987,Carolina Millan Ingrid,91244.0,WTA,down,Mexico,20,2026-02-14 02:29:48
988,Lucie Pawlak,38780.0,WTA,down,France,20,2026-02-14 02:29:48
989,Victoria Balan Sara,72448.0,WTA,down,Romania,20,2026-02-14 02:29:48
990,Kamonwan Yodpetch,27706.0,WTA,down,Thailand,20,2026-02-14 02:29:48
991,Ustiniya Lekomtseva,49392.0,WTA,down,World,20,2026-02-14 02:29:48
992,Georgiana Goina Patricia,58114.0,WTA,down,Romania,20,2026-02-14 02:29:48
993,Cindy Langlais,62516.0,WTA,down,France,19,2026-02-14 02:29:48
994,Sofia Da Cruz Mendonca,1019.0,WTA,down,Brazil,19,2026-02-14 02:29:48
995,Tegan Bush,70748.0,WTA,down,United Kingdom,19,2026-02-14 02:29:48
996,Kallista Liu,60031.0,WTA,down,Hong Kong,19,2026-02-14 02:29:48
997,Kylie McKenzie,9127.0,WTA,down,USA,19,2026-02-14 02:29:48
997,Amy Stevens,15341.0,WTA,down,Australia,19,2026-02-14 02:29:48
999,Anna Pushkareva,92497.0,WTA,down,World,19,2026-02-14 02:29:48
1000,Allura Zamarripa,14438.0,WTA,down,USA,19,2026-02-14 02:29:48
1001,Gloriana Nahum,54699.0,WTA,down,Benin,19,2026-02-14 02:29:48
1002,Gabriella Broadfoot,38791.0,WTA,down,South Africa,19,2026-02-14 02:29:48
1003,Marion Job Karine,38136.0,WTA,down,Cameroon,19,2026-02-14 02:29:48
1004,Francoise Abanda,6699.0,WTA,down,Canada,19,2026-02-14 02:29:48
1005,Tamira Paszek,2756.0,WTA,up,Austria,19,2026-02-14 02:29:48
1006,Gabriella Price,114.0,WTA,same,USA,19,2026-02-14 02:29:48
1007,Barbora Michalkova,70093.0,WTA,up,Czech Republic,19,2026-02-14 02:29:48
1008,Evgeniya Burdina,13376.0,WTA,same,World,19,2026-02-14 02:29:48
1009,Giulia Paterno,23392.0,WTA,same,Italy,19,2026-02-14 02:29:48
1010,Nala Milic Ela,50633.0,WTA,down,Slovenia,19,2026-02-14 02:29:48
1011,Diae El Jardi,64804.0,WTA,up,Morocco,18,2026-02-14 02:29:48
1012,Suha Lee,4095.0,WTA,up,South Korea,18,2026-02-14 02:29:48
1013,Catherine Aulia,3325.0,WTA,up,Australia,18,2026-02-14 02:29:48
1014,Sonja Zhiyenbayeva,40076.0,WTA,up,Kazakhstan,18,2026-02-14 02:29:48
1015,Kateryna Diatlova,20381.0,WTA,up,Ukraine,18,2026-02-14 02:29:48
1016,Karla Popovic,5707.0,WTA,up,Croatia,18,2026-02-14 02:29:48
1017,Lily Taylor,10895.0,WTA,up,Australia,18,2026-02-14 02:29:48
1018,Polina Skliar,86096.0,WTA,up,Ukraine,18,2026-02-14 02:29:48
1019,Thea Frodin,53978.0,WTA,up,USA,18,2026-02-14 02:29:48
1019,Anna Ureke,13214.0,WTA,up,World,18,2026-02-14 02:29:48
1021,Yanan Hou,31155.0,WTA,up,China,18,2026-02-14 02:29:48
1022,Zuzanna Kolonus,37956.0,WTA,up,Poland,18,2026-02-14 02:29:48
1023,Seda Baslilar,65411.0,WTA,up,France,18,2026-02-14 02:29:48
1024,Carlotta Moccia,40162.0,WTA,up,Italy,18,2026-02-14 02:29:48
1025,Miyu Nakashima,56185.0,WTA,up,Japan,18,2026-02-14 02:29:48
1026,Kisa Yoshioka,13971.0,WTA,up,Japan,18,2026-02-14 02:29:48
1027,Sina Herrmann,1413.0,WTA,up,Germany,18,2026-02-14 02:29:48
1028,Sara Mikaca,19162.0,WTA,up,Bosnia and Herzegovina,18,2026-02-14 02:29:48
1029,Marta Soriano Santiago,24523.0,WTA,up,Spain,18,2026-02-14 02:29:48
1030,Kristina Mladenovic,514.0,WTA,same,France,17,2026-02-14 02:29:48
1031,Paulina Perez Garcia Maria,136.0,WTA,down,Colombia,17,2026-02-14 02:29:48
1032,Sarah Mildren,78988.0,WTA,down,Australia,17,2026-02-14 02:29:48
1033,Kim Chiarello,90503.0,WTA,same,France,17,2026-02-14 02:29:48
1033,Lea Tholey,5757.0,WTA,same,France,17,2026-02-14 02:29:48
1035,Tina Manescu,88208.0,WTA,same,Germany,17,2026-02-14 02:29:48
1036,Janae Preston,89244.0,WTA,same,USA,17,2026-02-14 02:29:48
1037,Anastasiya Kuparev,23873.0,WTA,same,Germany,17,2026-02-14 02:29:48
1038,Georgina Garcia-Perez,1784.0,WTA,down,Spain,17,2026-02-14 02:29:48
1039,Rikke De Koning,40086.0,WTA,up,Netherlands,17,2026-02-14 02:29:48
1040,Daria Kuczer,38181.0,WTA,up,Poland,17,2026-02-14 02:29:48
1041,Lucia Peyre,17376.0,WTA,up,Argentina,17,2026-02-14 02:29:48
1042,Anna Kartseva,77927.0,WTA,up,World,17,2026-02-14 02:29:48
1043,Maria Kononova,202.0,WTA,up,World,17,2026-02-14 02:29:48
1044,Julita Saner,2597.0,WTA,up,Sweden,17,2026-02-14 02:29:48
1045,Jenna Dean,66635.0,WTA,up,USA,17,2026-02-14 02:29:48
1046,Natsuho Arakawa,68.0,WTA,up,Japan,17,2026-02-14 02:29:48
1047,Brandy Walker,5.0,WTA,up,USA,17,2026-02-14 02:29:48
1048,Helena Stevic,14382.0,WTA,up,France,17,2026-02-14 02:29:48
1049,Nicole Gadient,13738.0,WTA,up,Switzerland,17,2026-02-14 02:29:48
1049,Amelie Hejtmankova,69485.0,WTA,up,Czech Republic,17,2026-02-14 02:29:48
1051,Valerie Glozman,37843.0,WTA,up,USA,16,2026-02-14 02:29:48
1052,Isabel Higuita Barraza Mariana,21720.0,WTA,up,Colombia,16,2026-02-14 02:29:48
1053,Daniela Piani,28606.0,WTA,up,United Kingdom,16,2026-02-14 02:29:48
1054,Midori Castillo Meza,90153.0,WTA,up,USA,16,2026-02-14 02:29:48
1055,Kennedy Drenser-Hagmann,92077.0,WTA,up,USA,16,2026-02-14 02:29:48
1055,Charlotte Keitel,67693.0,WTA,up,Germany,16,2026-02-14 02:29:48
1055,Barbara Kostecka,86095.0,WTA,up,Poland,16,2026-02-14 02:29:48
1058,Nadia Lagaev,5775.0,WTA,same,Canada,16,2026-02-14 02:29:48
1059,Andrea Obradovic,40062.0,WTA,down,Serbia,16,2026-02-14 02:29:48
1059,Sabine Rutlauka,19429.0,WTA,down,Latvia,16,2026-02-14 02:29:48
1061,Lorena Schaedel,34690.0,WTA,down,Germany,16,2026-02-14 02:29:48
1062,Lisa Claeys,68070.0,WTA,down,Belgium,16,2026-02-14 02:29:48
1063,Gloria Ceschi,1014.0,WTA,down,Italy,16,2026-02-14 02:29:48
1064,Luana Plaza Araujo,13083.0,WTA,down,Brazil,16,2026-02-14 02:29:48
1065,Vlada Ekshibarova,27727.0,WTA,down,Israel,16,2026-02-14 02:29:48
1066,Bunyawi Thamchaiwat,38246.0,WTA,down,Thailand,16,2026-02-14 02:29:48
1067,Polina Kaibekova,60798.0,WTA,down,World,16,2026-02-14 02:29:48
1068,Xi Wu Ru,90543.0,WTA,down,China,15,2026-02-14 02:29:48
1069,Maribella Zamarripa,23069.0,WTA,down,USA,15,2026-02-14 02:29:48
1070,Naoko Eto,5249.0,WTA,down,Japan,15,2026-02-14 02:29:48
1071,Nadia Kulbiej,70751.0,WTA,down,Poland,15,2026-02-14 02:29:48
1072,Selina Atay,2525.0,WTA,down,Turkey,15,2026-02-14 02:29:48
1073,Laetitia Sarrazin,3746.0,WTA,down,France,15,2026-02-14 02:29:48
1074,Kiara Zabkova,73135.0,WTA,down,Slovakia,15,2026-02-14 02:29:48
1075,Selina Dal,13255.0,WTA,up,Germany,15,2026-02-14 02:29:48
1076,Natalija Stevanovic,219.0,WTA,down,Serbia,15,2026-02-14 02:29:48
1077,Lani Chang,83235.0,WTA,down,USA,15,2026-02-14 02:29:48
1078,Margaux Maquet,69067.0,WTA,down,Belgium,15,2026-02-14 02:29:48
1079,Mandegar Farzami,71459.0,WTA,down,Iran,15,2026-02-14 02:29:48
1080,Ulyana Hrabavets,57647.0,WTA,down,World,15,2026-02-14 02:29:48
1081,Alisa Vasileva,91358.0,WTA,down,World,15,2026-02-14 02:29:48
1082,Judith Perello Saavedra,1420.0,WTA,down,Spain,15,2026-02-14 02:29:48
1083,Kolie Allen,39131.0,WTA,down,USA,15,2026-02-14 02:29:48
1084,Carmen Gallardo Guevara,16110.0,WTA,down,Spain,15,2026-02-14 02:29:48
1085,Josefina Estevez,38941.0,WTA,down,Argentina,15,2026-02-14 02:29:48
1086,Marie Mattel,89697.0,WTA,down,France,15,2026-02-14 02:29:48
1087,Katerina Mandelikova,14354.0,WTA,down,Czech Republic,15,2026-02-14 02:29:48
1087,Karolina Vlckova,1037.0,WTA,down,Czech Republic,15,2026-02-14 02:29:48
1089,Meritxell Teixido Garcia,70752.0,WTA,down,Spain,15,2026-02-14 02:29:48
1090,Annabelle Xu,,WTA,down,Canada,15,2026-02-14 02:29:48
1090,Andjela Lazarevic,52255.0,WTA,down,Serbia,15,2026-02-14 02:29:48
1092,Giuliana Bestetti,25.0,WTA,up,Italy,15,2026-02-14 02:29:48
1093,Tianmi Mi,40821.0,WTA,same,China,15,2026-02-14 02:29:48
1094,Christina McHale,496.0,WTA,same,USA,14,2026-02-14 02:29:48
1095,Tayisiya Morderger,1997.0,WTA,same,Germany,14,2026-02-14 02:29:48
1096,Maaya Rajeshwaran Revathi,63412.0,WTA,up,India,14,2026-02-14 02:29:48
1097,Luiza Barros Victoria,70747.0,WTA,up,Brazil,14,2026-02-14 02:29:48
1098,Maria Cinalli Luna,63493.0,WTA,up,Argentina,14,2026-02-14 02:29:48
1099,Denisa Hindova,4082.0,WTA,up,Czech Republic,14,2026-02-14 02:29:48
1100,Ada Kumru,38327.0,WTA,up,Turkey,14,2026-02-14 02:29:48
1101,Sonal Patil,66515.0,WTA,down,India,14,2026-02-14 02:29:48
1102,Alja Senica,59689.0,WTA,up,Slovenia,14,2026-02-14 02:29:48
1103,Welles Newman,73853.0,WTA,up,USA,14,2026-02-14 02:29:48
1104,Jessie Aney,214.0,WTA,up,USA,14,2026-02-14 02:29:48
1105,Riko Kikawada,68050.0,WTA,up,Japan,14,2026-02-14 02:29:48
1106,Cara Korhonen,56715.0,WTA,down,Finland,14,2026-02-14 02:29:48
1107,Emma Kamper Malmkjaer,87042.0,WTA,up,Denmark,14,2026-02-14 02:29:48
1107,Vlada Zvereva,,WTA,up,World,14,2026-02-14 02:29:48
1109,Mia Wainwright,76419.0,WTA,up,United Kingdom,14,2026-02-14 02:29:48
1110,Ching Wu Ho,1362.0,WTA,up,Hong Kong,14,2026-02-14 02:29:48
1111,Irina Anghel Alexandra,69065.0,WTA,up,Romania,14,2026-02-14 02:29:48
1112,Ilinca Sagmar,68665.0,WTA,down,Romania,14,2026-02-14 02:29:48
1112,Krystyna Pochtovyk,20383.0,WTA,up,Ukraine,14,2026-02-14 02:29:48
1112,Ksenia Laskutova,7190.0,WTA,up,World,14,2026-02-14 02:29:48
1115,Kianah Motosono,22705.0,WTA,up,USA,14,2026-02-14 02:29:48
1115,Lena Ebster Anna,84408.0,WTA,up,Austria,14,2026-02-14 02:29:48
1117,Elena Jamshidi,50.0,WTA,up,Denmark,14,2026-02-14 02:29:48
1118,Claudia Gasparovic,68425.0,WTA,up,Austria,14,2026-02-14 02:29:48
1119,Mavie Osterreicher,7359.0,WTA,down,Austria,14,2026-02-14 02:29:48
1120,Jizel Matos Sequeira Fernandes,66514.0,WTA,up,United Kingdom,14,2026-02-14 02:29:48
1121,Katarzyna Piter,6459.0,WTA,up,Poland,13,2026-02-14 02:29:48
1121,Bethanie Mattek-Sands,2749.0,WTA,up,USA,13,2026-02-14 02:29:48
1123,Charo Esquiva Banuls,52706.0,WTA,up,Spain,13,2026-02-14 02:29:48
1124,Rebeca Pereira,8439.0,WTA,up,Brazil,13,2026-02-14 02:29:48
1125,Tara Moore,1909.0,WTA,up,United Kingdom,13,2026-02-14 02:29:48
1126,Aishi Das,62582.0,WTA,up,New Zealand,13,2026-02-14 02:29:48
1127,Allegra Korpanec Davies,91359.0,WTA,up,United Kingdom,13,2026-02-14 02:29:48
1128,Dejana Radanovic,4190.0,WTA,up,Serbia,13,2026-02-14 02:29:48
1129,Kate Fakih,40835.0,WTA,up,USA,13,2026-02-14 02:29:48
1129,Luciana Perry,84407.0,WTA,up,USA,13,2026-02-14 02:29:48
1131,Alice Ferlito,71935.0,WTA,up,Spain,13,2026-02-14 02:29:48
1132,Federica Bilardo,2284.0,WTA,up,Italy,13,2026-02-14 02:29:48
1133,Stacey Fung,13329.0,WTA,up,Canada,13,2026-02-14 02:29:48
1134,Naomi McKenzie,75585.0,WTA,up,Australia,13,2026-02-14 02:29:48
1135,India Houghton,57056.0,WTA,up,USA,13,2026-02-14 02:29:48
1136,Lugiana Muelle Valdez Yleymi,57703.0,WTA,up,Peru,13,2026-02-14 02:29:48
1137,Ava-Monet Sycamore,65356.0,WTA,up,Australia,13,2026-02-14 02:29:48
1138,Asylzhan Arystanbekova,39124.0,WTA,up,Kazakhstan,13,2026-02-14 02:29:48
1139,Juliana Giaccio,76054.0,WTA,up,Spain,13,2026-02-14 02:29:48
1140,Lara Smejkal,39923.0,WTA,up,Slovenia,13,2026-02-14 02:29:48
1141,Tori Kinard,192.0,WTA,up,USA,13,2026-02-14 02:29:48
1142,Sydney Jara,75928.0,WTA,up,USA,13,2026-02-14 02:29:48
1143,Liv Boulard,62009.0,WTA,up,France,13,2026-02-14 02:29:48
1144,Ekaterina Tupitsyna,81408.0,WTA,up,World,13,2026-02-14 02:29:48
1145,Emma Van Poppel,13203.0,WTA,up,Netherlands,13,2026-02-14 02:29:48
1146,Feier Hu,54660.0,WTA,up,China,13,2026-02-14 02:29:48
1147,Isabella Marton,65100.0,WTA,up,Canada,13,2026-02-14 02:29:48
1148,Barbara Dessolis,2282.0,WTA,up,Italy,13,2026-02-14 02:29:48
1149,Marina Bulbarella,2559.0,WTA,up,Argentina,12,2026-02-14 02:29:48
1150,Anastasia Sysoeva,125.0,WTA,up,USA,12,2026-02-14 02:29:48
1151,Vivian Yang,11482.0,WTA,up,New Zealand,12,2026-02-14 02:29:48
1152,Zaire Clarke,76243.0,WTA,up,USA,12,2026-02-14 02:29:48
1153,Ekaterina Shalimova,9168.0,WTA,up,World,12,2026-02-14 02:29:48
1153,Jahnie Van Zyl,69923.0,WTA,up,South Africa,12,2026-02-14 02:29:48
1155,Kira Bataikina,67383.0,WTA,up,World,12,2026-02-14 02:29:48
1155,Berta Passola,53340.0,WTA,up,Spain,12,2026-02-14 02:29:48
1155,Xinle Geng,84720.0,WTA,up,China,12,2026-02-14 02:29:48
1158,Aravane Rezai,3539.0,WTA,up,France,12,2026-02-14 02:29:48
1159,Misa Malkin,15319.0,WTA,up,USA,12,2026-02-14 02:29:48
1159,Mia Slama,69230.0,WTA,up,USA,12,2026-02-14 02:29:48
1159,Raveena Kingsley,9157.0,WTA,up,USA,12,2026-02-14 02:29:48
1162,Margaret Sohns,73855.0,WTA,same,USA,12,2026-02-14 02:29:48
1163,Emma Wilson,24734.0,WTA,same,United Kingdom,12,2026-02-14 02:29:48
1164,Mercedes Aristegui,20222.0,WTA,same,Spain,12,2026-02-14 02:29:48
1164,Karla Bartel,82378.0,WTA,same,Germany,12,2026-02-14 02:29:48
1166,Manca Pislak,11882.0,WTA,same,Slovenia,12,2026-02-14 02:29:48
