player_name,player_key
L. Angeloni,81139
E. Cherie Ligniere,37935
D. A. Ciobotaru,78739
L. Cattaneo,73645
F. Mazzola,52609
L. Rottoli,837
R. Guna,73138
D. C. Spiridon,25278
M. Varbanciu,87263
V. C. Breazu,38012
N. D. Ionel,564
R. Antoni,83883
T. Erlewein,86329
B. Torcq,59840
J. van Assendelft,39118
A. Basile,10859
M. Steiner,1273
M. Zielinski,27904
D. Donders,18978
A. Gobat,13854
M. Majdandzic,52681
J. Loge,38176
H. Schoenmakers,83916
F. Balshaw,52682
A. Forger,57239
A. Freire Da Silva,38022
N. Zanellato,14273
P. De Lange,71108
E. Khoeblal,39929
F. Krolo,62340
J. Penzlin,20017
M. Hopp,912
L. Marmousez,835
F. Fumagalli,39919
N. Jovic,56794
G. Strom,30970
P. Verbin,13391
G. Matuszewski,40094
A. Mihailovic,40749
G. Bosio,750
A. Kalender,920
A. Kunitsyn,82604
A. Sabaliauskas,21543
B. Djuric,37896
Z. Ludoski,56233
N. Lulic,69495
A. Jeran,54748
J. C. Martin Manzano,56246
S. Pel,28070
P. Homola,60457
G. Madarasz,834
M. Novansky,14022
D. Eichenseher,57708
K. Froemel,87755
G. Ramskogler,38038
K. Kajin,81046
M. Kriznik,38847
I. Biletic,68638
M. Chazal,1332
V. Manukyan,55114
B. Martin,34062
J. Bilardo,40192
V. Markov,28907
A. Mazdrashki,63409
V. Lapalu,13092
N. Mashtakov,14638
N. Ciavarella,10879
A. Gil Garcia,58548
U. Ignatik,7491
J. Bradshaw,37971
X. D. Chen,54657
C. Hou,72232
Y. Jin,11701
K. Lee,15304
X. Wang,789
Cho Seung Woo,83534
S. Shin,10295
S. Sim,63792
Sun Qian,40127
Z. Sun,8667
B. Zhang,79842
S. Betov,39915
D. Petrovic,821
L. Pokorny,935
M. Molder,55148
N. Robert,82785
M. Dhamne,54470
N. Makhlouf,8655
G. Tabacco,14127
K. N. Kucikova,81646
A. Paszun,84716
S. Rogozinska Dzik,12791
A. Firman,69527
N. Hurkacz,87758
Z. Kolonus,65462
A. J. Zuchanska,15415
O. Danilova,64779
L. Sevcikova,21842
G. Skrabalova,30795
L. Urbanova,33202
S. Wirglerova,30910
G. Bestetti,25
P. G. Goina,58114
M. Argyrokastriti,53625
B. Nica,87373
M. Soriano Santiago,24523
B. Szabo,13381
L. Brunkel,56754
J. Ruggeri,21178
R. De Koning,40086
I. Leon,51431
C. Blomqvist,23386
D. Havermans,58611
C. Odorizzi,38949
H. Vanni,87760
A. Brune,20694
M. Kotamaki,72481
S. Remander,64803
I. Skoog,40792
E. Haavisto,38990
C. Delaunay,21526
I. Ivanova,52708
T. McGiffin,33854
S. Rakki,13619
C. Grignac,74153
J. Lim,8545
L. Luciano,68315
V. Mincheva,61490
A. Volkov,74838
P. Drame,15718
A. Jaskova,13032
A. Kovackova,52683
P. Bartha,40063
M. Drozd,51912
M. Dessolis,53621
A. Senica,59689
K. Yacavino,63219
C. Gasparovic,68425
L. Smejkal,39923
R. Dencheva,34106
L. Svatikova,14635
A. Zolotareva,13411
V. Paganetti,29728
A. Zantedeschi,170
E. N. Milic,50633
M. Ristic,38070
L. Pigato,230
C. Diaz Adrover,64290
Callerio/ Motta,76695
Angeloni/ Cherie Ligniere,76204
Cazacu/ Dumitru,55563
Cuceu/ Teglas,58407
Torcq/ Van Dyck,87763
Diekmann/ Erlewein,86524
Garcian/ Nagel,65442
Corbinais/ Freire Da Silva,87767
Funk/ Maute,87768
Haliak/ Hsu Chen-Yang,87769
Arzhankin/ Petkovic,87771
Thurner/ Thurner,57571
Van Herck/ Vankan,71348
Michalik/ Vuglar,87773
Krajnc/ Skof,87774
Bogo/ Kopilevich,87775
Kobayashi/ Naydenov,72924
Genov/ Paolini,87479
Kolyada/ Piestrzynska,87778
Milanese/ Parentini,87780
Kovacic/ Najzer,66691
Abbagnato/ Drazic,87632
Ebeling Koning/ Van Emst,72703
Bayerlova/ Bhatia,87783
Morderger/ Morderger,2376
Feng/ Liang,85336
Christie/ Wagner,86436
Chiesa/ Meliss,49098
Kubanova/ Laboutkova,73765
Gadient/ Masic,61047
Gruber/ Picorusevic,87788
Te/ Vylegzhanin,87471
L. Riedi,1092
C. Smith,54466
L. Tu,1883
C. Wong,2227
M. Inglis,1788
K. Sell,8218
A. Candiotto,10902
M. Capurro Taborda,1960
M. Gomez Pezuela Cano,2556
J. Konishi,2120
M. E. Reasco Gonzalez,11487
J. G. Gerald Gonzalez,19896
B. Stagno,20873
C. Alves,495
L. Badia,62569
Ntumba/ Pandzou Ekoume,87790
Figl/ Toffanin,64815
R. Dickerson,38039
E. van Loben Sels,55504
J. Brumm,8686
D. Chan,38792
A. Delgado,12563
C. Williams,22429
C. Kingsley,3710
N. Ponwith,7181
T. Prozorova,36452
A. Smith,17346
D. Vidmanova,9260
A. Akli,53646
R. Anderson,1798
E. Kalieva,198
K. Sebov,6701
H. Giavara,1429
A. Pedrico Kravtsov,55487
A. Lahey,13742
K. Swan,1129
Y. Dang,53147
S. Daavettila,13521
R. Kingsley,9157
M. Kononova,202
M. Scaglia,1278
N. Godsick,9375
N. Hanatani,2602
Hsu/ Newborn,64023
Herrmann/ Schaedel,75742
Heinonen/ Minetti,87614
Koskel/ Starreveld,87616
Syrtveit/ Syrtveit,87617
Brune/ Yesypchuk,87619
Hartono/ Thombare,63946
G. Voelzke,83187
P. Brady,9371
N. Bouzo Zanotti,31
L. Hietaranta,9247
Shandarov/ Shandarov,21812
G. Blancaneaux,409
U. Blanchet,1903
P. Brunclik,38921
F. Cina,38264
S. P. Kamendje,76952
B. Jones,768
F. Mattioli,61631
H. Kinoshita,10909
A. Omae,4342
L. Tran,13212
I. Yamazaki,13990
L. Boskovic,161
V. Meliss,2580
E. Perelygina,75890
L. Tagger,53046
Stankovic/ Svatikova,87680
Z. Bergs,1064
B. Bonzi,1771
R. Carballes Baena,593
B. Coric,3136
T. M. Etcheverry,1777
J. Fonseca,40058
P. Martinez,1775
A. Rinderknech,1902
R. Safiullin,1057
B. T. George,55610
J. Chan,84315
B. Shelton,2973
Manning/ Shick,84026
C. Kempenaers-Pocz,3320
S. Cirstea,1150
O. Danilovic,494
M. Joint,52689
B. Pera,518
M. Vondrousova,2814
V. Williams,5341
R. Zarazua,1805
M. Martinez Vaquero,20501
A. Malik,23375
Compuesto/ McKenzie,77754
E. Aguiard,15290
Je. Delaney,14306
D. Pham,878
J. Cui,1274
T. Ichikawa,2018
M. Kalovelonis,1938
D. Singh,7098
S. Vujic,12706
D. Vasilev,49815
O. Bonding,28596
Mushika Mio,10893
D. Suvirdjonkova,38698
E. Tse,13809
Alkaya/ Omarkhanov,87550
Alam/ Chan,87731
Koyama/ Oki,87496
Shanmugam/ Sureshkumar,46589
Arakawa/ Nagata,87517
Herazo Gonzalez/ Im,87519
E. Khayrutdinova,10901
V. Milovanova,63416
A. Sagandikova,10917
K. Zaytseva,2526
Nuranbay/ Toregen,87593
Kardava/ Zverava,87597
Cornea/ Martos Gornes,37673
Ruehl/ Zahraj,56778
Kolar/ Serdarusic,56855
Clarke/ Whitehouse,87457
Loof/ Reymond,87463
Grevelius/ Latinovic,87090
Blanchet/ Jacquet,10115
T. Duran,14315
S. Pieri,20697
A. Nagel,38026
F. Bidan,58948
D. Recek,7497
V. Marysko,54889
N. Niedner,1276
K. Juhas,931
B. Butulija,1281
E. Burnett,57159
Y. Lalami Laaroussi,27724
Y. Inui,13090
F. Meng,87025
Y. Zeng,14021
W. Pan,75604
H. Cardinaud,52219
T. Martin,2517
R. Quan,39199
R. Gailis,1351
Y. Ma,126
I. Dyussebay,65048
M. Baniak,73805
A. I. Anghel,69065
I. Sagmar,68665
V. Chramcova,23299
L. Schaedel,34690
I. Johansson,40172
R. Goto,50792
F. A. Lin,40156
X. Luo,53035
T. Jialin,69107
E. Tomase,13500
S. Deppner,51998
B. Dessolis,2282
A. Dudeney,37850
A. Rajecki,39071
K. Day,132
J. Gimbrere,13078
E. Malygina,1994
T. Pieri,1426
Breazu/ Breazu,85307
Gschwendtner/ Spadola,87762
Hopper/ Petrovic,87665
Keremedchiev/ Simeonov,34575
Ferguson/ Yang,87580
Vishal Balsekar/ Kamendje,87319
Molder/ Troost,86988
MacKinlay/ Thomson,87673
Kuzmova/ Podlinska,87797
Moravcova/ Wirglerova,87600
Gavrila/ Sagmar,87610
Argyrokastriti/ Tsetsou,81007
Chen/ Zhang,59317
Franco Dias/ Garakani,87407
Mozgaleva/ Senica,87798
Drugdova/ Smekalova,87799
Avataneo/ Veleva,51282
Allen/ John-Baptiste,87705
Kinoshita/ Matsuda,80617
Fomina-Klotz/ Gimbrere,87638
Hindova/ Ibragimova,87803
Kolb/ Kolb,20466
Novak/ Sebestova,80311
Falkowska/ Zaar,78061
Kielan/ Pieczonka,68920
K. Collignon,54522
J. Klimas,56408
V. Tadic,831
P. L. Pinter,67777
R. Michalik,15597
A. Dvorackova,81423
Bobo/ Cox,87710
Fullana/ Markus,86326
McCormick/ McKennon,87474
Dubouch/ Kudernatsch,87711
Harper/ Suresh,87530
Winegar/ Zheng,56980
V. Ray,32552
Algeria W,19646
Barrera Aguirre/ Lacasse,87724
Kuwata/ Okamura,87726
T. Atmane,13091
D. E. Galan,1735
G. Mpetshi Perricard,9222
J. Thompson,207
A. Ito,13618
A. Potapova,457
Colombo/ Perego,56878
Leon/ Skoog,87612
Aubriot/ Lapalu,87777
M. Herazo Gonzalez,1415
Haiti,30292
Panama,11440
D. Altmaier,1099
S. Baez,1101
T. Boyer,9037
J. Brooksby,2169
F. Comesana,2084
H. Dellien,2980
M. Kecmanovic,2848
H. Medjedovic,2677
C. Moutet,2674
C. Ugo Carabelli,401
A. Blinkova,1779
A. Bondar,505
D. Collins,34409
C. Dolehide,482
S. Kartal,1961
P. Stearns,2827
M. Uchijima,460
Xin. Wang,1812
Abdusamadov/ Milushev,73695
Leong/  Palan,87544
Khayrutdinova/ Kubareva,87590
L. Midon,10018
C. Stebe,387
G. Ce,4752
Marcinko/ Tararudee,87694
Imamura/ Tjen,82435
T. Svajda,52663
M. Giron,1766
A. Walton,10070
V. Gracheva,1913
P. Kudermetova,9259
A. Li,2997
Y. Starodubtseva,50398
L. Sun,1815
L. Borg,810
C. Aulia,3325
Alvarado/ Matsuda,87507
Shiraishi/ Yamanaka,70859
Ha/ Moon,81029
H. Klugman,55586
Y. Ku,9407
C. Y. Lee,38969
Fukuda/ Kono,87500
A. Rathi,25031
U. Zverava,49583
A. Oktiabreva,78480
G. Zeppieri,376
Oberleitner/ Veldheer,87091
Nam Ji/ Yuzuki,82426
S. Beaupain,2470
A. Aubriot,14024
A. Vasilev,52072
K. Szymkowiak,67375
J. Pastikova,30860
K. Wysoczanska,15425
E. Kamper Malmkjaer,87042
D. Astakhova,1435
A. Abbagnato,38052
R. Jamrichova,37894
L. Zaar,12814
Demanet/ Ratiu,70190
Klimas/ Kumstat,56518
Martin Manzano/ Noce,87567
Bangoura/ Nortey,87658
Hellum-Lilleengen/ Westphal,84577
Gorska/ Slavikova,86174
Hoedt/ Wirges,87779
McGiffin/ Tomase,86950
Paganetti/ Zantedeschi,87684
Bissett/ Conway,87689
Abe/ Omae,76727
Park/ Plipuech,87637
E. Kirkin,1863
M. Bondaz,87791
R. Fishback,52052
Haavisto/ Remander,51233
Giordano/ Smejkal,87801
Ayala/ Perez Alarcon,87697
Arakawa/ Kawaguchi,86659
Kenzhibayeva/ Kummel,87591
M. Bellucci,2112
G. Monfils,2845
S. Lamens,450
A. Parks,1792
S. Ofner,359
L. Tien,10520
C. McNally,1127
C. Ruud,430
M. Frech,2089
L. Noskova,447
I. Swiatek,1910
Magadan/ Poling,87304
Cabezas Dominguez/ Sanchez,87720
J. Sinner,2072
L. Fernandez,2394
A. Pavlyuchenkova,2694
Corley/ Corley,19717
T. Machac,2981
S. Tsitsipas,1906
T. Maria,2414
E. Arutiunian,13389
D. Added,1854
E. Sema,4526
Jovic/ Krueger,87805
Navarro/ Navarro,50967
Hsieh S-/Shibahara,87809
Linette/ Tauson,87810
T. Townsend,3214
E. Alexandrova,2392
J. Rodionov,416
H. Mayot,1189
R. M. Papoe,15768
R. D. Turcanu,63402
D. Obradovic,941
Y. Lalami Laaroussi,38043
M. Podlinska,9047
D. Yesypchuk,52647
V. Bosio,4019
S. Bandecchi,484
Giza/ Shinikova,84301
Jakupovic/ Radisic,50527
M. Fejka,87811
K. Kominek,71643
F. Kosarko,56351
V. Kouba,87815
F. Ladman,71655
M. Perutka,87818
T. Srsen,87820
T. Tichy,87822
D. Bruckner,56342
D. Dujka,56357
F. Dvorak,56365
D. Klocurek,71638
M. Marsik,87826
M. Rakous,87827
D. Vanek,87828
D. Volesky,87830
V. Havlikova,87831
B. Matouskova,56378
V. Mojzisova,87833
K. Prikrylova,71664
A. Schovancova,71667
K. Smidova,87836
N. Suchankova,87838
A. Tvrzska,87840
K. Benackova,87841
L. Chlumska,87843
K. Halamova,87845
M. Jirouskova,30907
B. Maresova,87847
E. Novakova,71672
V. Tofi,71669
R. Vrajikova,71675
Saint Lucia,71807
D. Sakellaridis,38623
J. Kumstat,38839
V. Benackova,87855
A. Sabalenka,1989
Hunter/ Krawczyk,84377
Kichenok/ Perez,85277
Melichar-Martinez/ Samsonova,74496
K. Birrell,92
D. Kasatkina,1990
M. Linette,1154
T. Fritz,2832
T. Griekspoor,427
J. Mensik,902
S. Kenin,2904
E. Navarro,2823
C. Osorio,2390
J. Paolini,2811
R. Bautista-Agut,2734
D. Dzumhur,1079
V. Kudermetova,2810
E. Gerasimov,368
E. Mamedova,14563
T. Luxa,87816
J. Psota,71646
K. Vymazal,71639
C. Antonopoulos,39190
L. Castagnola,819
P. O. Fellin,8649
V. Holban,77607
I. Kountourakis,732
F. Moroni,8324
A. Reymond,1184
R. Te,663
A. Wang,2225
F. Agamenone,373
V. Kirov,59478
G. Georgiev,73247
P. Nesterov,9220
D. Blanch,1314
P. Dev S D,11781
E. Vanshelboim,1196
A. de Marchi,63398
D. Jorda Sanchis,2019
A. Umena,87857
E. Vasa,765
T. Genier,58020
V. Prashanth,6175
M. Doskocil,56490
M. Kozlovsky,56354
V. Benda,87858
K. Blazkova,71659
P. Sviglerova,56383
V. Svobodova,56373
Kubec/ Bruckner,87859
Podrabsky/ Kozel,87861
Svoboda/ Kominek,87863
Dufek/ Marsik,87865
Smolik/ Kliment,87867
Rakous/ Perutka,87869
Fedor/ Rastica,87871
Ladman/ Vanek,87873
Hulova/ Jelinkova,87875
Jirouskova/ Mojzisova,87877
Halamova/ Vesela,87879
Levinsky/ Chlumska,87881
Suchankova/ Gottvaldova,87883
Vrajikova/ Prikrylova,87885
Y. H. Hsu,867
M. Beltran Rubio,15230
V. Braga,63731
A. Huertas Del Pino Cordova,2188
B. Kuzuhara,662
P. Robledo Hoyos,86079
I. Liutarevich,955
Alexandrova/ Kasatkina,87804
McNally/ Noskova,87807
Xu/ Yang,1171
C. Garcia,1148
Krajicek/ McDonald,49085
Bopanna/ Quinn,87851
Mektic/ Ram,86808
Cash/ Tracy,23576
Peers/ Withrow,87854
B. Krejcikova,2801
M. Novak,87821
J. Fedor,87812
J. Sykora,71644
S. Sakellaridis,742
M. Wiskandt,9110
M. Brunold,37882
N. Honda,39537
M. Karol,817
S. Kopp,848
N. Budkov Kjaer,55163
M. Dodig,28615
F. Ferreira Silva,585
M. Poljicak,943
S. Travaglia,2672
J. Frohlich,71649
M. Frohlich,71651
L. Sefcik,56348
J. Vrtilka,71641
T. Hermanova,30904
A. Jancarikova,87839
S. Maresova,71665
K. Melicharova,30908
L. Slamenikova,56377
Smidova/ Navratilova,87888
Chladova/ Stepankova,87890
P. Kumar,38138
C. F. Sanchez Rojas,86078
N. Schachter,15166
A. Perez,3778
V. Sachko,1899
P. Makk,15664
Petrofsky/ Chodora,87912
Havlikova/ Tvrzska,87880
V. Markov,38104
Pasanen/ Ronkainen,87914
Leather/ Stephens,87915
Ruottinen/ Valavaara,87917
Tamm/ Wessels,87919
Hudd/ Jones,87921
Ahti/ Tiainen,86798
Cripps/ Waterbolk,87923
Fernandez/ Fita Juan,87925
Arce Fernandez/ Benito Fernandez,87927
Bai/ Helguera Casado,87929
Martinez Sanz/ Petrov,87171
Demin/ Lagutin,87932
Gutierrez/ Lopez Montagud,87934
De Krom/ Nijboer,18628
Huertas Del Pino Cordova/ Saraiva Dos Santos,87938
Dujka/ Cank,87941
Vagner/ Kosarko,87942
Kozlovsky/ Sklenicka,87944
Meszarosova/ Benackova,87876
Slavikova/ Janickovicova,87946
Hejtmankova/ Sucha,87947
Svobodova/ Sviglerova,87948
R. Stalder,9028
M. Damm,1317
A. Kobelt,11761
E. Bynoe,22446
N. Heng,52391
A. Kotzen,17373
Y. Hatouka,466
R. Newborn,22462
K. Vozniak,20220
M. Slama,69230
Brown/ Seelig,1453
Falck/ Shearer,86730
Fulgenzi/ Fulgenzi,36487
J. Burrage,1437
I. Marton,65100
C. Liu,509
R. Smith,7919
S. Nicholson,60361
A. Pitts-Clark,87956
B. Bayldon,871
C. Frantzen,14029
A. Galarneau,557
R. Haase,577
R. Noguchi,690
P. Trhac,87998
Kumar/ Wiger Nordas,87370
Cobolli/ Davidovich Fokina,86807
Borges/ Machac,87415
Auger-Aliassime/ Shapovalov,13310
Musetti/ Sonego,6374
Darderi/ Tsitsipas,87852
Bolelli/ Vavassori,53202
G. Loffhagen,7006
H. Wendelken,7009
I. Xilas,19218
N. Fatic,1904
I. Ivanov,57825
J. Sels,586
D. Yevseyev,569
M. Mrva,38850
Olmos/ Sutjiadi,86826
A. Andrade,6505
J. P. Ficovich,420
S. Heredia,66890
K. Miyoshi,10873
Andaloro/ Binda,87892
Honda/ Ivanov,37715
Gulin/ Somani,53758
Kirov/ Vasilev,87903
Dodig/ Poljicak,56757
Torres/ Villanueva,87908
Drzewiecki/ Vocel,87909
Liutarevich/ Zeballos,87910
E. Meszarosova,87835
R. Opelka,422
J. Rastica,87823
L. Bronzetti,516
George/ Xu,87953
M. Kupres,6702
A. Magadan,60067
N. Basilashvili,424
H. Habib,1949
M. Lajal,731
S. Mochizuki,1880
Y. Nishioka,1972
O. Gadecki,1809
S. Imamura,1359
R. Lacasse,6697
K. Liu,60031
S. Vakalapudi,63215
A. Xu,9244
T. Host,63481
J. Bruce-Smith,65354
M. Sureshkumar,1334
I. D. Abd Hazli,87958
K. Hans,50060
S. Nakagawa,38295
A. Susanto,39551
H. Huang,714
D. Sarksian,40236
M. Aikawa,13333
G. Jang,32808
J. E. Lee,14351
A. Zhu,133
N. Kawagishi,13071
S. Y. Cheuk,70300
J. Sibai,78990
M. Ozeki,7561
C. Korhonen,56715
Park/ Voisin,87960
Charlton/ Delaney,74258
Adam-Gedge/ Jones,80596
Delaney/ Mehrotra,40487
Bessonov/ Brkic,87962
Abadia/ Jimenez,87963
Aggarwal/ Bhat,87965
Kim/ Oh Chan-Yeong,68856
Fukuda/ Sueoka,87968
Bangargi/ Duddupudi,87970
Klintcharov/ Rai,75392
Lai/ Santillan,87973
Liu/ Zheng,42683
Trongcharoenchaikul/ Xiao,57227
Ferguson/ Hazawa,87974
Lomakin/ Sarksian,87975
Liu/ Ni Ma,60021
Sun/ Zhang,42054
Deng/ Liu,87976
Aikawa/ Ozeki,87362
Tian/ Yang,87977
Cho/ Guo,87978
Kalamaris/ Laron,87792
Im/ Kim,57873
Kim/ Sema,87983
Osafune/ Ueda,55996
Bond-Scott/ Carbis,87985
Khan/ Mildren,87987
Sibai/ Sycamore,87525
Lopez/ Vaissaud,85738
D. Kucirek,87817
Arneodo/ Galloway,88000
I. Ivashka,432
O. Kimhi,629
Pe. Tsitsipas,1872
N. Sanchez Izquierdo,591
J. Fearnley,12951
F. Forti,1191
G. Ferrari,658
F. Romano,39002
J. Vasami,73841
O. Horak,10040
B. Vilicich,20663
G. Hausberger,56006
A. Vasquez,38134
A. Bacaloni,38115
G. La Vela,8323
J. B. Otegui,9604
T. Farjat,9600
P. Sakamoto,4741
J. Antonio,57644
M. Kumar,67977
E. Nobel,88003
B. Wiger Nordas,88004
J. Alonso,16320
S. Hiiesalu,88005
A. Petrovic,20359
M. Covato,57685
F. Bass,6503
M. Haavisto,88007
K. Ozolins,13125
N. Ehrenschneider,10101
T. Gentzsch,2501
J. Hallquist Lithen,53232
M. Bobichon,69332
A. Juan Mano,52069
J. Sebesta,18059
G. Campana Lee,10845
Y. Demin,7395
L. Giustino,370
M. Damas,1209
G. L. Tanner,13127
L. Cervantes Tomas,970
C. Giraldi,70094
I. Parisca,52679
A. Martinez Sanz,7725
C. Rojas,85563
P. Vives Marcos,4051
A. Alekseychuk,49391
G. Da Rosa Castro,90148
D. Marques,15387
J. Graca,70350
L. G. Verwerft,72780
M. Geerts,587
B. Gadamauri,12832
J. Plans,4047
N. Alimova,84298
D. Khomutsianskaya,37975
Z. Kardava,11480
S. Olimjanova,50309
V. Savinykh,1116
L. Vladson,68753
V. Panshina,67427
S. Garakani,38903
L. Poling,61430
M. Chudejova,1041
K. Bartone,220
J. Bertoldo,37972
F. Sacco,57428
S. Zhenikhova,57568
J. Belgraver,1404
H. Smart,66913
I. Spink,86839
M. Stankiewicz,52685
A. Ibragimova,51378
J. Daems,40135
L. Meyer Auf Der Heide,53
C. Esquiva Banuls,52706
Z. Kulambayeva,14355
X. Yao,46
A. Bulatova,51324
P. Lovric,11488
Beckley/ Bielinskyi,88009
Cerny/ Novak,70495
Jakubovic/ Stolarik,88011
Horak/ Pecak,23622
Juszczak/ Szczypka,88013
Salazar/ Vilicich,88014
Pietri/ Scaglia,82384
Kostic/ Stefanovic,69978
Hopper/ Tripathi,88017
Sabaliauskas/ Vaitiekunas,34514
Marinescu/ Schinteie,31229
Banti/ Mesaglio,66242
Chirita/ Murariu,88020
Moraing/ Otte,42935
Campbell/ Neos,88024
Ramskogler/ Wehnelt,82232
Fusenig -/Jelen,88027
Marysko/ Papa,88029
Homberg/ Oetzbach,88031
Aubriot/ Garcian,83106
Gustafsson/ Jansson,67882
Kelm/ Larwig,83353
Karlsson Wistrand/ Nanobashvili Saba,88036
Izquierdo Luque/ Marrero Curbelo,72952
Batista/ Valdoleiros,77064
Guerrero Alvarez/ Lopez Dominguez,88038
Fernandes/ Silva,61588
Lalami Laaroussi/ Van Sambeek,88040
Fradkin/ McCormick,88042
Da Rosa Castro/ Monteiro,82593
Seeman/ Stewart,88045
Schrier/ Visser,79702
Alujas/ Bonnaud,88047
Bailly/ Desein,88049
Erlewein/ Lofink,88051
Geenen/ Van Tilburg,88053
Basile/ Faucon,85525
De Negri/ Vergote,88055
Huggins/ Pimenta,88057
Ouakaa/ Pokorny,77834
Makhlouf/ Safonov,88060
Nagoudi/ Trifi,80962
Blazka/ De Carvalho,88063
Dlimi/ Giunta,88065
Kudriashov/ Liaonenka,88066
Coulibaly/ Nortey,31911
Alimova/ Olimjanova,88068
Khomutsianskaya/ Zverava,88070
Kaztugan/ Kim,64897
Gapankova/ Krymkova,88072
Kharlanova/ Milovanova,88073
Ansari/ Poling,88075
Avataneo/ Smolenova,77127
Giordano/ Szostak,82066
Sauciuc/ Teodorescu,72589
Marginean/ Oana,27955
Andrienko/ Maquet,84726
Bertoldo/ Simion,63345
Bartone/ Tsygourova,88079
Brennan/ Brennan,72695
Kubka/ Rajecki,88080
Baharmus/ Matthews,88082
Bakhmutkina/ Bartashevich,88085
Kubanova/ Nagy,88087
Pawlikowska/ Sakellaridi,88088
Jankowska/ Skapets,88090
Affelt/ Gniewkowska,88092
Feistel/ Hoedt,88094
Maduzzi/ Turini,88095
Hindova/ Zelnickova,88096
Janssen/ Janssen,73058
Di Girolami/ Nugroho,88098
Groth/ Sandberg,88100
Koehler/ Solakov,88101
Mdlulwa/ Mdlulwa,63144
Alvarez Sande/ Murphy,72972
Mattel/ Zeballos,88104
Berecoechea/ Ferlito,88105
Oliver Sanchez/ Ortega Redondo,66394
De Zeeuw/ Valdmannova,88107
Papamichail/ Serban,39778
Svatikova/ Vukovic,14679
E. Drevojanova,71658
Moskova/ Matouskova,56481
Namibia,11401
Zimbabwe,14732
B. Gojo,377
Misolic/ Shevchenko,88120
H. Coquelin,9361
L. Maxted,37938
T. Stringer,69941
D. Little,630
M. Lorens,15224
M. Ponchet,17612
R. Alujas,55470
P. A. Tailleu,20066
Golesworthy/ Howse,81598
Maxted/ Murgett,29182
Cooper/ Pawlak,87195
Broom/ Whitehouse,25826
Khromacheva/ Rakhimova,70400
J. A. Rodriguez,9221
A. Soriano Barrera,1330
I. Adrover Gallego,20218
A. Boyce,52274
C. Hill,68682
C. Hsu,119
M. A. Teixido Garcia,22522
A. Hrastar,84406
M. Schaefbauer,52273
L. Ayala,24413
L. Garcia Vidal,57688
P. Beveraggi Lespiau,59522
M. M. Maruca,34552
M. Toma,13545
J. Estevez,38941
C. Markus,39540
C. Markus,33851
L. Plaza Araujo,13083
C. Porre,88135
N. Sousa Salazar,67621
Harrison/ Kononova,88137
Ouyang/ Revina,88139
Mulville/ Vijayakumar,88141
Burrage/ Gadecki,57218
S. Caldwell,88148
C. Cosnet,9208
R. Hohmann,3716
J. Kobierski,1300
A. Bernard,1250
S. Gupte,88150
A. Gurmendi,63093
B. Baker,6655
C. Li,40225
J. Roberts,6287
Ciric/ Gurmendi,88151
Shick/ Thomson,88153
Weber/ Wild,88155
Jang/ Kim,26779
Bicknell/ Ursu,88178
Agostini/ Vasa,88179
Dreycopp/ Kamendje,88180
Moroni/ Parker,88181
N. Mejia,7641
Duncan/ Hands,85656
Gengel/ Jermar,87894
Jones/ Sakellaridis,62624
Genov/ Stepanov,86406
Sakellaridis/ Tsitsipas,79918
Poljak/ Wang,86409
Antonopoulos/ Xilas,40532
Carou/ Dellien Velasco,77258
Karol/ Niklas-Salminen,87898
Midon/ Sanchez Izquierdo,87900
Vanshelboim/ Yevseyev,48766
Jecan/ Jorda Sanchis,87905
Arias/ Prado Angelo,87906
Basile/ Ricca,87907
Mies/ Vega Hernandez,52000
Bertran/ Corwin,87935
King/ Maginley,56067
Gomez/ Rodriguez,28155
Perez/ Schachter,70083
Dar. Blanch,17463
T. Chavez,38269
V. Konovchuk,81141
M. Rifqi Fitriadi,14460
A. Rai,3224
Z. Dong,53307
U. Park,9952
S. Tang,38093
Alvarado/ Liu,87991
Abd Hazli/ Wibowo,87993
Shah/ Yadav,87994
Park/ Shin,69236
M. Gigante,1187
A. Hernandez,1307
A. Shah,51257
P. Araujo,8974
J. De Loore,5169
R. Fernandes,15402
C. Guerrero Alvarez,72612
T. Luis,15442
M. Polmans,2735
J. Portugal,73016
T. Silva,12970
K. Smith,6011
G. Valdoleiros,36835
M. Neuchrist,897
M. Bassem Sobhy,37992
R. Bertrand,808
A. Liaonenka,13387
F. Zakaria,79642
E. Adeshina,70322
S. Bekker,85964
R. Cooling,84355
R. Matsuda,39924
W. Falkowska,164
G. Feistel,38149
T. Lemaitre,40904
R. Roura Llaverias,58496
N. Vargova,15593
J. De Zeeuw,54718
E. Micic,10904
J. Perello Saavedra,1420
A. Reguer,2545
A. Voloshchuk,39033
A. Zucchini,2581
A. Bolsova Zadoinov,1107
K. Kujovic,83338
T. Lukas,1438
N. Senic,14152
A. Stankovic,52257
Vives Marcos/ Winter Lopez,27838
Parisca/ Zagars,87930
Black/ Cooling,88110
Brooks/ Mititelu,88113
Ku/ Weckerle,88114
Ferreira Turchetto/ Jaeger,86909
Bopst/ Knorr,88115
Freitas/ Popovici,88116
Senic/ Stankovic,31459
Nigeria,11399
K. Usui,75546
McCabe/ Saville,88126
Jung/ Stalder,86812
C. Brady,70758
C. Broom,745
V. Frydrych,28613
P. Jubb,385
H. Matsuoka,38778
L. Namigandet Tenguere,57897
A. Bonnaud,28511
M. Moeller,7349
